"Date","Price","Open","High","Low","Vol.","Change %"
"06/17/2023","0.071657","0.070529","0.071749","0.070311","295.48M","1.60%"
"06/16/2023","0.070528","0.070979","0.071252","0.069071","456.52M","-0.64%"
"06/15/2023","0.070980","0.071006","0.072161","0.069437","513.66M","-0.04%"
"06/14/2023","0.071008","0.071922","0.072854","0.070159","373.03M","-1.27%"
"06/13/2023","0.071921","0.071143","0.072735","0.071070","405.06M","1.20%"
"06/12/2023","0.071070","0.070236","0.071262","0.069303","345.72M","1.19%"
"06/11/2023","0.070233","0.069609","0.070574","0.068221","375.17M","0.89%"
"06/10/2023","0.069611","0.071988","0.072016","0.064514","1.26B","-3.30%"
"06/09/2023","0.071987","0.077413","0.078396","0.071156","947.23M","-7.01%"
"06/08/2023","0.077412","0.076752","0.078046","0.076151","350.43M","0.86%"
"06/07/2023","0.076752","0.078183","0.078894","0.076289","529.69M","-1.83%"
"06/06/2023","0.078183","0.078350","0.079177","0.077398","553.82M","-0.21%"
"06/05/2023","0.078347","0.081380","0.081861","0.077462","614.48M","-3.73%"
"06/04/2023","0.081380","0.081758","0.082788","0.080157","591.39M","-0.46%"
"06/03/2023","0.081760","0.082678","0.085779","0.080939","1.24B","-1.08%"
"06/02/2023","0.082654","0.074764","0.083714","0.074604","807.24M","10.56%"
"06/01/2023","0.074758","0.075219","0.075448","0.074065","395.98M","-0.61%"
"05/31/2023","0.075218","0.076361","0.076650","0.075082","489.28M","-1.50%"
"05/30/2023","0.076368","0.076100","0.076984","0.075717","444.32M","0.35%"
"05/29/2023","0.076100","0.077422","0.078051","0.076054","398.77M","-1.71%"
"05/28/2023","0.077422","0.077153","0.078012","0.076723","366.92M","0.35%"
"05/27/2023","0.077153","0.075320","0.077228","0.075182","357.14M","2.43%"
"05/26/2023","0.075320","0.076755","0.077427","0.075320","531.18M","-1.87%"
"05/25/2023","0.076755","0.076860","0.078305","0.076630","596.15M","-0.14%"
"05/24/2023","0.076859","0.078486","0.078541","0.076436","608.00M","-2.07%"
"05/23/2023","0.078485","0.077972","0.079515","0.077628","555.30M","0.66%"
"05/22/2023","0.077968","0.075011","0.079261","0.074269","1.11B","3.94%"
"05/21/2023","0.075014","0.072589","0.078031","0.071991","932.86M","3.34%"
"05/20/2023","0.072590","0.070668","0.072944","0.070533","643.03M","2.72%"
"05/19/2023","0.070667","0.070165","0.070832","0.070077","284.34M","0.71%"
"05/18/2023","0.070166","0.071211","0.071373","0.069872","485.82M","-1.43%"
"05/17/2023","0.071183","0.070543","0.071394","0.070229","450.44M","0.91%"
"05/16/2023","0.070544","0.070258","0.070766","0.069937","447.90M","0.41%"
"05/15/2023","0.070258","0.069396","0.070507","0.069139","339.18M","1.24%"
"05/14/2023","0.069396","0.069337","0.069744","0.068840","344.71M","0.07%"
"05/13/2023","0.069348","0.069078","0.070071","0.068407","313.42M","0.39%"
"05/12/2023","0.069077","0.067722","0.069239","0.067175","558.50M","2.00%"
"05/11/2023","0.067723","0.069336","0.069587","0.066858","578.19M","-2.32%"
"05/10/2023","0.069335","0.069054","0.070366","0.068148","571.54M","0.41%"
"05/09/2023","0.069051","0.068487","0.069329","0.067947","445.00M","0.82%"
"05/08/2023","0.068487","0.069212","0.069376","0.066808","574.76M","-1.06%"
"05/07/2023","0.069222","0.070239","0.070472","0.069086","390.20M","-1.45%"
"05/06/2023","0.070240","0.070919","0.071076","0.069603","439.94M","-0.96%"
"05/05/2023","0.070918","0.069391","0.071353","0.069384","572.43M","2.20%"
"05/04/2023","0.069393","0.069263","0.069661","0.068948","455.63M","0.19%"
"05/03/2023","0.069262","0.069222","0.069571","0.068174","694.01M","0.06%"
"05/02/2023","0.069222","0.068512","0.069890","0.067174","623.05M","1.04%"
"05/01/2023","0.068512","0.067138","0.069338","0.066844","811.14M","2.06%"
"04/30/2023","0.067132","0.067992","0.068057","0.067132","463.66M","-1.26%"
"04/29/2023","0.067991","0.066669","0.068218","0.066631","437.66M","1.97%"
"04/28/2023","0.066675","0.065761","0.066679","0.065631","396.38M","1.39%"
"04/27/2023","0.065762","0.065079","0.066079","0.065004","459.14M","1.05%"
"04/26/2023","0.065079","0.065846","0.067098","0.063991","746.02M","-1.17%"
"04/25/2023","0.065848","0.066092","0.066202","0.065248","440.68M","-0.37%"
"04/24/2023","0.066092","0.066700","0.066963","0.065857","476.32M","-0.91%"
"04/23/2023","0.066701","0.066109","0.066977","0.065527","477.01M","0.90%"
"04/22/2023","0.066107","0.064973","0.066211","0.064844","501.32M","1.75%"
"04/21/2023","0.064968","0.065412","0.066018","0.064302","577.95M","-0.68%"
"04/20/2023","0.065412","0.065634","0.066638","0.064653","736.89M","-0.34%"
"04/19/2023","0.065635","0.066809","0.067110","0.064972","741.57M","-1.75%"
"04/18/2023","0.066803","0.065747","0.066816","0.065519","440.04M","1.61%"
"04/17/2023","0.065747","0.066548","0.066642","0.065403","507.09M","-1.20%"
"04/16/2023","0.066544","0.065882","0.066680","0.065626","302.79M","1.01%"
"04/15/2023","0.065877","0.066185","0.066247","0.065527","356.14M","-0.46%"
"04/14/2023","0.066181","0.065239","0.066998","0.065141","649.26M","1.44%"
"04/13/2023","0.065238","0.065128","0.065475","0.064517","661.57M","0.18%"
"04/12/2023","0.065121","0.066336","0.066452","0.062189","1.18B","-1.85%"
"04/11/2023","0.066349","0.067302","0.067771","0.065364","966.52M","-1.42%"
"04/10/2023","0.067303","0.066618","0.067434","0.066172","528.69M","1.03%"
"04/09/2023","0.066617","0.066127","0.066880","0.065911","398.69M","0.73%"
"04/08/2023","0.066135","0.066058","0.066547","0.065708","406.05M","0.12%"
"04/07/2023","0.066053","0.066089","0.066507","0.065590","436.89M","-0.05%"
"04/06/2023","0.066088","0.066160","0.066692","0.065553","634.07M","-0.11%"
"04/05/2023","0.066159","0.065734","0.066682","0.065377","545.32M","0.65%"
"04/04/2023","0.065733","0.065750","0.066808","0.065587","672.82M","-0.03%"
"04/03/2023","0.065750","0.065183","0.066219","0.064308","643.66M","0.86%"
"04/02/2023","0.065188","0.066475","0.066936","0.064882","516.11M","-1.94%"
"04/01/2023","0.066475","0.065531","0.067135","0.065359","668.28M","1.44%"
"03/31/2023","0.065532","0.064795","0.066145","0.064398","648.56M","1.16%"
"03/30/2023","0.064777","0.064323","0.065440","0.063661","779.08M","0.68%"
"03/29/2023","0.064341","0.064193","0.065449","0.063936","714.86M","0.24%"
"03/28/2023","0.064188","0.063550","0.064477","0.063343","659.06M","1.00%"
"03/27/2023","0.063551","0.064122","0.064399","0.061874","671.55M","-0.89%"
"03/26/2023","0.064121","0.063685","0.064862","0.063348","560.40M","0.69%"
"03/25/2023","0.063684","0.063383","0.064346","0.062745","601.95M","0.49%"
"03/24/2023","0.063372","0.065159","0.065517","0.060523","901.02M","-2.74%"
"03/23/2023","0.065159","0.059777","0.066534","0.059418","1.94B","9.07%"
"03/22/2023","0.059741","0.066998","0.068131","0.056920","2.07B","-10.84%"
"03/21/2023","0.067007","0.065026","0.067309","0.064911","787.92M","3.05%"
"03/20/2023","0.065022","0.066502","0.066939","0.064810","743.94M","-2.21%"
"03/19/2023","0.066489","0.065798","0.067337","0.065633","649.70M","1.05%"
"03/18/2023","0.065799","0.067643","0.068075","0.065250","830.27M","-2.74%"
"03/17/2023","0.067650","0.065126","0.067853","0.064780","911.87M","3.86%"
"03/16/2023","0.065136","0.065156","0.066925","0.064810","891.55M","-0.03%"
"03/15/2023","0.065153","0.066980","0.067839","0.064182","1.07B","-2.72%"
"03/14/2023","0.066975","0.066949","0.068952","0.065713","1.60B","0.03%"
"03/13/2023","0.066957","0.064582","0.068450","0.064410","2.24B","3.75%"
"03/12/2023","0.064534","0.058784","0.064538","0.058416","1.27B","9.78%"
"03/11/2023","0.058786","0.057359","0.058913","0.052160","1.53B","2.49%"
"03/10/2023","0.057359","0.058679","0.058723","0.055578","2.05B","-2.12%"
"03/09/2023","0.058603","0.065312","0.066350","0.056984","1.60B","-10.27%"
"03/08/2023","0.065314","0.066254","0.066534","0.064811","620.02M","-1.40%"
"03/07/2023","0.066238","0.067390","0.067723","0.065763","596.58M","-1.71%"
"03/06/2023","0.067390","0.067248","0.067682","0.066645","461.82M","0.21%"
"03/05/2023","0.067247","0.066708","0.067853","0.066543","424.91M","0.82%"
"03/04/2023","0.066703","0.067151","0.067580","0.066061","489.72M","-0.67%"
"03/03/2023","0.067150","0.069719","0.069806","0.066376","729.64M","-3.62%"
"03/02/2023","0.069675","0.069855","0.070343","0.068951","469.41M","-0.26%"
"03/01/2023","0.069857","0.069045","0.070261","0.068743","507.08M","1.18%"
"02/28/2023","0.069045","0.069429","0.069818","0.068546","506.13M","-0.55%"
"02/27/2023","0.069429","0.069513","0.069706","0.068423","534.95M","-0.14%"
"02/26/2023","0.069524","0.067844","0.069739","0.067831","447.06M","2.48%"
"02/25/2023","0.067840","0.067883","0.068848","0.066813","525.79M","-0.06%"
"02/24/2023","0.067882","0.069545","0.069988","0.067366","487.38M","-2.40%"
"02/23/2023","0.069550","0.069452","0.070440","0.069041","488.63M","0.14%"
"02/22/2023","0.069452","0.069489","0.069668","0.068097","580.39M","-0.05%"
"02/21/2023","0.069489","0.071953","0.072101","0.069010","751.01M","-3.42%"
"02/20/2023","0.071952","0.070448","0.073055","0.069599","942.46M","2.12%"
"02/19/2023","0.070455","0.070137","0.071638","0.069717","483.87M","0.45%"
"02/18/2023","0.070137","0.070312","0.071113","0.069700","472.12M","-0.25%"
"02/17/2023","0.070312","0.066832","0.071664","0.066539","915.82M","5.21%"
"02/16/2023","0.066828","0.070849","0.071543","0.066801","970.59M","-5.68%"
"02/15/2023","0.070850","0.066748","0.070901","0.066746","862.22M","6.15%"
"02/14/2023","0.066748","0.065570","0.066872","0.065061","681.70M","1.80%"
"02/13/2023","0.065569","0.063877","0.065729","0.062979","729.20M","2.65%"
"02/12/2023","0.063874","0.063722","0.065105","0.063560","417.12M","0.24%"
"02/11/2023","0.063722","0.063291","0.064074","0.063091","389.75M","0.68%"
"02/10/2023","0.063292","0.062649","0.063951","0.062382","544.79M","1.03%"
"02/09/2023","0.062650","0.066950","0.067090","0.061985","852.75M","-6.42%"
"02/08/2023","0.066949","0.065750","0.071136","0.065496","1.11B","1.84%"
"02/07/2023","0.065738","0.063151","0.065931","0.063068","766.14M","4.10%"
"02/06/2023","0.063147","0.064117","0.064499","0.062707","522.64M","-1.52%"
"02/05/2023","0.064120","0.063841","0.065733","0.063191","684.40M","0.43%"
"02/04/2023","0.063844","0.064146","0.064485","0.063020","455.77M","-0.47%"
"02/03/2023","0.064143","0.063768","0.064757","0.063461","593.28M","0.60%"
"02/02/2023","0.063761","0.063114","0.065384","0.063072","719.37M","1.03%"
"02/01/2023","0.063112","0.062190","0.063363","0.061429","706.64M","1.48%"
"01/31/2023","0.062190","0.062272","0.063082","0.061712","631.39M","-0.13%"
"01/30/2023","0.062269","0.063741","0.064029","0.061487","813.19M","-2.30%"
"01/29/2023","0.063738","0.063130","0.064485","0.062950","672.49M","0.96%"
"01/28/2023","0.063129","0.063644","0.063960","0.062048","546.20M","-0.81%"
"01/27/2023","0.063642","0.061719","0.064260","0.060953","804.72M","3.12%"
"01/26/2023","0.061719","0.061791","0.062143","0.061273","416.71M","-0.18%"
"01/25/2023","0.061828","0.060192","0.062755","0.059246","531.88M","2.71%"
"01/24/2023","0.060199","0.062721","0.063541","0.059835","552.72M","-4.02%"
"01/23/2023","0.062722","0.061655","0.063224","0.061216","530.61M","1.73%"
"01/22/2023","0.061654","0.061731","0.062669","0.060669","474.15M","-0.12%"
"01/21/2023","0.061731","0.062806","0.063525","0.061670","633.29M","-1.71%"
"01/20/2023","0.062806","0.060106","0.062891","0.059937","443.11M","4.49%"
"01/19/2023","0.060109","0.058904","0.060298","0.058799","347.30M","2.03%"
"01/18/2023","0.058912","0.061670","0.062391","0.058906","687.71M","-4.47%"
"01/17/2023","0.061670","0.062409","0.062612","0.061330","525.83M","-1.18%"
"01/16/2023","0.062409","0.062325","0.063208","0.061379","656.65M","0.13%"
"01/15/2023","0.062325","0.061781","0.062872","0.060683","631.39M","0.80%"
"01/14/2023","0.061828","0.060098","0.065687","0.059988","1.35B","2.88%"
"01/13/2023","0.060098","0.057129","0.060737","0.056856","714.76M","5.20%"
"01/12/2023","0.057125","0.056528","0.057330","0.055744","653.82M","1.06%"
"01/11/2023","0.056528","0.054857","0.056571","0.054580","645.79M","3.04%"
"01/10/2023","0.054859","0.054610","0.054939","0.053890","551.17M","0.45%"
"01/09/2023","0.054610","0.054352","0.056698","0.053668","1.11B","0.51%"
"01/08/2023","0.054336","0.052008","0.054336","0.051295","678.96M","4.48%"
"01/07/2023","0.052006","0.052485","0.052915","0.051404","687.52M","-0.90%"
"01/06/2023","0.052479","0.053735","0.053922","0.049815","2.83B","-2.33%"
"01/05/2023","0.053732","0.054779","0.054990","0.053401","517.07M","-1.91%"
"01/04/2023","0.054780","0.054831","0.055669","0.054393","542.41M","-0.09%"
"01/03/2023","0.054827","0.055172","0.055528","0.054702","339.66M","-0.62%"
"01/02/2023","0.055172","0.054810","0.055460","0.054450","377.67M","0.66%"
"01/01/2023","0.054811","0.054500","0.054978","0.054437","236.06M","0.57%"
"12/31/2022","0.054498","0.054390","0.055148","0.054371","360.25M","0.20%"
"12/30/2022","0.054391","0.054019","0.054494","0.053589","479.81M","0.69%"
"12/29/2022","0.054019","0.054151","0.054478","0.053235","494.52M","-0.24%"
"12/28/2022","0.054151","0.054160","0.054654","0.053241","527.67M","-0.02%"
"12/27/2022","0.054160","0.054576","0.054710","0.053662","428.30M","-0.76%"
"12/26/2022","0.054574","0.054803","0.055025","0.054260","314.85M","-0.41%"
"12/25/2022","0.054800","0.054739","0.054915","0.054176","307.15M","0.11%"
"12/24/2022","0.054740","0.054221","0.054809","0.054039","283.10M","0.96%"
"12/23/2022","0.054221","0.055537","0.055691","0.054108","478.30M","-2.37%"
"12/22/2022","0.055537","0.054920","0.055834","0.054621","497.07M","1.14%"
"12/21/2022","0.054909","0.054963","0.055474","0.054553","399.33M","-0.10%"
"12/20/2022","0.054962","0.053549","0.055245","0.053510","528.06M","2.64%"
"12/19/2022","0.053549","0.053771","0.054301","0.053134","586.23M","-0.41%"
"12/18/2022","0.053771","0.054871","0.055136","0.053255","633.08M","-2.00%"
"12/17/2022","0.054871","0.052942","0.054980","0.051895","713.14M","3.64%"
"12/16/2022","0.052943","0.055772","0.056189","0.052587","739.61M","-5.07%"
"12/15/2022","0.055771","0.055573","0.056082","0.055128","621.36M","0.36%"
"12/14/2022","0.055572","0.054502","0.057558","0.054476","939.10M","1.97%"
"12/13/2022","0.054501","0.053530","0.054519","0.052484","846.64M","1.82%"
"12/12/2022","0.053529","0.053972","0.053980","0.051996","909.89M","-0.80%"
"12/11/2022","0.053959","0.054829","0.054960","0.053740","300.60M","-1.59%"
"12/10/2022","0.054829","0.054616","0.055639","0.054616","415.98M","0.40%"
"12/09/2022","0.054609","0.054498","0.055056","0.054297","465.71M","0.20%"
"12/08/2022","0.054502","0.053112","0.054568","0.052965","519.40M","2.61%"
"12/07/2022","0.053113","0.053629","0.053658","0.052412","602.89M","-0.96%"
"12/06/2022","0.053629","0.053350","0.053725","0.052629","606.14M","0.52%"
"12/05/2022","0.053350","0.053115","0.053739","0.052961","641.76M","0.44%"
"12/04/2022","0.053117","0.053583","0.054142","0.052943","483.44M","-0.88%"
"12/03/2022","0.053589","0.054448","0.054625","0.053522","387.38M","-1.58%"
"12/02/2022","0.054448","0.054154","0.054496","0.053826","506.24M","0.55%"
"12/01/2022","0.054152","0.054649","0.055065","0.053998","578.71M","-0.70%"
"11/30/2022","0.054534","0.053259","0.054599","0.053258","687.87M","2.39%"
"11/29/2022","0.053261","0.052990","0.054392","0.052775","781.50M","0.51%"
"11/28/2022","0.052990","0.053271","0.053989","0.051897","872.87M","-0.53%"
"11/27/2022","0.053271","0.052788","0.054129","0.052773","564.56M","0.92%"
"11/26/2022","0.052788","0.052946","0.053648","0.052442","503.87M","-0.29%"
"11/25/2022","0.052942","0.052839","0.053348","0.052010","812.17M","0.19%"
"11/24/2022","0.052839","0.051817","0.053756","0.051420","1.12B","1.97%"
"11/23/2022","0.051818","0.050720","0.051863","0.050199","889.96M","2.17%"
"11/22/2022","0.050718","0.051525","0.052608","0.048940","1.42B","-1.57%"
"11/21/2022","0.051525","0.050079","0.051672","0.049235","1.14B","2.89%"
"11/20/2022","0.050078","0.052151","0.052422","0.049794","545.11M","-3.97%"
"11/19/2022","0.052150","0.052293","0.052644","0.051949","707.07M","3.41%"
"11/18/2022","0.050431","0.050081","0.050999","0.050081","559.53M","0.83%"
"11/17/2022","0.050016","0.049980","0.050429","0.048876","764.34M","0.09%"
"11/16/2022","0.049972","0.050727","0.051476","0.049508","873.51M","-1.49%"
"11/15/2022","0.050729","0.050125","0.051782","0.049421","1.03B","1.21%"
"11/14/2022","0.050124","0.050840","0.052615","0.045401","2.67B","-1.41%"
"11/13/2022","0.050840","0.054976","0.056300","0.050390","1.29B","-7.52%"
"11/12/2022","0.054971","0.056000","0.056044","0.052927","789.89M","-1.72%"
"11/11/2022","0.055934","0.057806","0.058028","0.054162","1.14B","-3.24%"
"11/10/2022","0.057810","0.053467","0.061616","0.052478","3.39B","8.10%"
"11/09/2022","0.053479","0.058702","0.065423","0.052868","3.46B","-8.90%"
"11/08/2022","0.058702","0.062263","0.063088","0.056339","1.55B","-5.72%"
"11/07/2022","0.062263","0.062704","0.062990","0.061801","468.06M","-0.71%"
"11/06/2022","0.062711","0.063620","0.065350","0.062557","557.17M","-1.43%"
"11/05/2022","0.063620","0.063819","0.064762","0.063326","516.68M","-0.31%"
"11/04/2022","0.063819","0.061717","0.063819","0.061510","523.69M","3.41%"
"11/03/2022","0.061717","0.061561","0.062468","0.061432","475.54M","0.25%"
"11/02/2022","0.061562","0.062780","0.063064","0.061416","589.56M","-1.94%"
"11/01/2022","0.062780","0.063258","0.063428","0.062550","372.07M","-0.76%"
"10/31/2022","0.063259","0.063093","0.063390","0.062404","547.70M","0.26%"
"10/30/2022","0.063093","0.064283","0.064797","0.062921","467.38M","-1.85%"
"10/29/2022","0.064285","0.063552","0.064479","0.063452","589.99M","1.15%"
"10/28/2022","0.063552","0.062960","0.063760","0.062630","479.09M","0.94%"
"10/27/2022","0.062961","0.063410","0.064151","0.062731","586.64M","-0.71%"
"10/26/2022","0.063411","0.062350","0.063776","0.062289","589.40M","1.70%"
"10/25/2022","0.062350","0.061312","0.062883","0.061134","490.83M","1.69%"
"10/24/2022","0.061312","0.061877","0.062011","0.061231","396.19M","-0.91%"
"10/23/2022","0.061878","0.061588","0.062005","0.061078","376.40M","0.47%"
"10/22/2022","0.061588","0.061679","0.061989","0.061171","302.94M","-0.15%"
"10/21/2022","0.061678","0.062149","0.062940","0.060746","557.75M","-0.78%"
"10/20/2022","0.062162","0.061739","0.062669","0.061479","480.70M","0.68%"
"10/19/2022","0.061740","0.062183","0.063158","0.061709","750.43M","-0.71%"
"10/18/2022","0.062183","0.062653","0.062989","0.061709","579.64M","-0.75%"
"10/17/2022","0.062653","0.061858","0.063024","0.061642","601.91M","1.28%"
"10/16/2022","0.061860","0.061742","0.062049","0.061200","430.25M","0.19%"
"10/15/2022","0.061742","0.063989","0.065101","0.061731","889.40M","-3.51%"
"10/14/2022","0.063988","0.060990","0.065349","0.060738","1.49B","4.91%"
"10/13/2022","0.060992","0.061724","0.062271","0.059423","898.91M","-1.19%"
"10/12/2022","0.061724","0.061663","0.064467","0.061170","972.38M","0.10%"
"10/11/2022","0.061663","0.062738","0.062738","0.061207","673.02M","-1.71%"
"10/10/2022","0.062738","0.062360","0.065112","0.062300","1.29B","0.60%"
"10/09/2022","0.062363","0.062045","0.062791","0.061536","266.19M","0.52%"
"10/08/2022","0.062040","0.062511","0.062745","0.061803","346.84M","-0.74%"
"10/07/2022","0.062502","0.062772","0.063291","0.062029","455.95M","-0.42%"
"10/06/2022","0.062765","0.062439","0.063192","0.061893","643.51M","0.52%"
"10/05/2022","0.062439","0.062360","0.062712","0.061943","444.25M","0.13%"
"10/04/2022","0.062360","0.061369","0.062474","0.061062","511.09M","1.61%"
"10/03/2022","0.061370","0.060932","0.061480","0.060740","552.02M","0.77%"
"10/02/2022","0.060900","0.060499","0.061974","0.060387","759.74M","0.66%"
"10/01/2022","0.060499","0.061012","0.061470","0.060083","498.90M","-0.84%"
"09/30/2022","0.061012","0.061002","0.062299","0.060250","897.94M","0.02%"
"09/29/2022","0.061002","0.059538","0.062000","0.059337","817.78M","2.46%"
"09/28/2022","0.059538","0.059389","0.059902","0.058380","611.72M","0.25%"
"09/27/2022","0.059389","0.059584","0.060880","0.059018","588.20M","-0.32%"
"09/26/2022","0.059578","0.059709","0.059892","0.058983","631.31M","-0.22%"
"09/25/2022","0.059709","0.059844","0.060292","0.059454","335.45M","-0.23%"
"09/24/2022","0.059844","0.060430","0.060933","0.059579","463.15M","-0.97%"
"09/23/2022","0.060431","0.060214","0.061162","0.059263","619.00M","0.32%"
"09/22/2022","0.060236","0.059040","0.060454","0.058719","604.65M","2.03%"
"09/21/2022","0.059040","0.059776","0.061243","0.058706","826.75M","-1.23%"
"09/20/2022","0.059776","0.060285","0.060651","0.059436","587.59M","-0.84%"
"09/19/2022","0.060285","0.060789","0.061220","0.059331","727.62M","-0.83%"
"09/18/2022","0.060789","0.062281","0.062649","0.060779","451.60M","-2.40%"
"09/17/2022","0.062281","0.061322","0.062360","0.061313","315.61M","1.56%"
"09/16/2022","0.061322","0.061307","0.061621","0.060577","532.84M","0.01%"
"09/15/2022","0.061314","0.061599","0.061965","0.060590","646.54M","-0.46%"
"09/14/2022","0.061596","0.060677","0.061739","0.060570","542.01M","1.53%"
"09/13/2022","0.060670","0.063859","0.063957","0.060657","735.34M","-4.99%"
"09/12/2022","0.063859","0.064185","0.064751","0.063113","666.10M","-0.39%"
"09/11/2022","0.064111","0.064744","0.064982","0.063495","459.48M","-0.98%"
"09/10/2022","0.064745","0.063439","0.064755","0.062999","586.62M","2.05%"
"09/09/2022","0.063441","0.061261","0.063683","0.061171","710.42M","3.56%"
"09/08/2022","0.061261","0.061800","0.061937","0.060080","763.77M","-0.87%"
"09/07/2022","0.061800","0.060695","0.061931","0.060080","521.57M","1.82%"
"09/06/2022","0.060692","0.062954","0.064051","0.060523","777.33M","-3.59%"
"09/05/2022","0.062955","0.063519","0.063665","0.062450","480.23M","-0.89%"
"09/04/2022","0.063519","0.063114","0.063655","0.062506","339.26M","0.64%"
"09/03/2022","0.063114","0.062605","0.063153","0.062388","270.28M","0.81%"
"09/02/2022","0.062604","0.063279","0.063587","0.062310","500.34M","-1.07%"
"09/01/2022","0.063279","0.063398","0.063719","0.062114","529.75M","-0.19%"
"08/31/2022","0.063397","0.064708","0.065522","0.063181","577.38M","-2.02%"
"08/30/2022","0.064707","0.063373","0.066730","0.062879","1.28B","2.11%"
"08/29/2022","0.063373","0.061412","0.063454","0.060958","550.23M","3.19%"
"08/28/2022","0.061412","0.062892","0.063162","0.061376","362.05M","-2.35%"
"08/27/2022","0.062891","0.061578","0.063009","0.061147","507.11M","2.13%"
"08/26/2022","0.061579","0.065507","0.065641","0.061452","918.60M","-6.00%"
"08/25/2022","0.065509","0.064812","0.065763","0.064727","394.77M","1.08%"
"08/24/2022","0.064812","0.066334","0.066408","0.064743","543.52M","-2.21%"
"08/23/2022","0.066278","0.065642","0.066789","0.064899","718.91M","0.97%"
"08/22/2022","0.065642","0.065900","0.066272","0.064547","463.61M","-0.38%"
"08/21/2022","0.065896","0.065782","0.066350","0.064566","441.56M","0.17%"
"08/20/2022","0.065782","0.064055","0.065861","0.064027","462.65M","2.70%"
"08/19/2022","0.064055","0.067380","0.067392","0.063920","854.02M","-4.93%"
"08/18/2022","0.067379","0.068320","0.068589","0.067377","506.93M","-1.37%"
"08/17/2022","0.068315","0.069743","0.070951","0.067962","612.00M","-2.05%"
"08/16/2022","0.069743","0.068872","0.070531","0.068360","540.22M","1.26%"
"08/15/2022","0.068871","0.070360","0.071171","0.068259","631.46M","-2.12%"
"08/14/2022","0.070361","0.069967","0.072334","0.069505","689.56M","0.61%"
"08/13/2022","0.069934","0.070458","0.071212","0.069594","502.98M","-0.74%"
"08/12/2022","0.070458","0.070342","0.070731","0.069355","438.28M","0.16%"
"08/11/2022","0.070345","0.070372","0.071133","0.070008","520.07M","-0.04%"
"08/10/2022","0.070372","0.068399","0.070405","0.067916","499.36M","2.89%"
"08/09/2022","0.068399","0.070116","0.070980","0.068265","543.40M","-2.45%"
"08/08/2022","0.070116","0.069622","0.071046","0.069555","419.42M","0.71%"
"08/07/2022","0.069618","0.069458","0.070288","0.069127","307.05M","0.23%"
"08/06/2022","0.069459","0.069894","0.070604","0.069297","332.09M","-0.63%"
"08/05/2022","0.069902","0.068885","0.070121","0.068167","483.21M","1.48%"
"08/04/2022","0.068885","0.067810","0.069570","0.067592","564.76M","1.59%"
"08/03/2022","0.067809","0.068303","0.069234","0.067294","557.37M","-0.73%"
"08/02/2022","0.068310","0.069860","0.070460","0.067788","866.87M","-2.23%"
"08/01/2022","0.069869","0.068874","0.071487","0.068347","739.55M","1.44%"
"07/31/2022","0.068874","0.069083","0.070809","0.068651","550.18M","-0.30%"
"07/30/2022","0.069083","0.069216","0.071285","0.068979","683.39M","-0.18%"
"07/29/2022","0.069206","0.069702","0.071806","0.068347","1.03B","-0.72%"
"07/28/2022","0.069707","0.068661","0.070420","0.067527","868.23M","1.52%"
"07/27/2022","0.068661","0.065371","0.068719","0.065057","866.29M","5.03%"
"07/26/2022","0.065370","0.063649","0.065408","0.063012","687.25M","2.70%"
"07/25/2022","0.063649","0.066835","0.066994","0.063649","886.34M","-4.85%"
"07/24/2022","0.066890","0.066971","0.067787","0.066700","611.81M","-0.12%"
"07/23/2022","0.066971","0.066997","0.067885","0.066005","622.50M","-0.05%"
"07/22/2022","0.067004","0.068034","0.069056","0.066628","676.27M","-1.51%"
"07/21/2022","0.068035","0.067515","0.068251","0.066422","812.15M","0.77%"
"07/20/2022","0.067515","0.069121","0.070311","0.067263","1.13B","-2.32%"
"07/19/2022","0.069122","0.068962","0.069761","0.067668","1.19B","0.23%"
"07/18/2022","0.068963","0.067422","0.070764","0.067280","1.21B","2.29%"
"07/17/2022","0.067422","0.068925","0.069345","0.067369","704.90M","-2.18%"
"07/16/2022","0.068925","0.067022","0.069352","0.066100","727.87M","2.84%"
"07/15/2022","0.067020","0.066774","0.067927","0.066528","675.12M","0.38%"
"07/14/2022","0.066769","0.066251","0.067481","0.065018","823.22M","0.78%"
"07/13/2022","0.066252","0.064611","0.066313","0.063745","1.04B","2.54%"
"07/12/2022","0.064610","0.064726","0.065766","0.064438","754.98M","-0.18%"
"07/11/2022","0.064725","0.067623","0.067740","0.064529","761.41M","-4.28%"
"07/10/2022","0.067622","0.069794","0.070076","0.067239","622.72M","-3.11%"
"07/09/2022","0.069791","0.069041","0.071431","0.068982","675.18M","1.08%"
"07/08/2022","0.069043","0.068623","0.069761","0.067685","879.85M","0.50%"
"07/07/2022","0.068698","0.067549","0.068847","0.066194","799.76M","1.70%"
"07/06/2022","0.067548","0.068151","0.068562","0.066800","772.41M","-0.88%"
"07/05/2022","0.068151","0.067317","0.069070","0.066608","1.03B","1.24%"
"07/04/2022","0.067317","0.066308","0.067618","0.065485","932.27M","1.52%"
"07/03/2022","0.066308","0.064742","0.066427","0.062526","900.13M","2.42%"
"07/02/2022","0.064741","0.065105","0.065479","0.064364","574.28M","-0.56%"
"07/01/2022","0.065105","0.064743","0.066355","0.064170","1.29B","0.59%"
"06/30/2022","0.064724","0.064890","0.065956","0.062063","1.36B","-0.25%"
"06/29/2022","0.064883","0.065894","0.066613","0.064089","1.07B","-1.53%"
